enunciado,pergunta,NOME_CURSO,resposta,n,perc,categoria,tipo
"Ao longo da sua trajetória acadêmica, você recebeu algum tipo de bolsa acadêmica? No caso de haver mais de uma opção, marcar apenas a bolsa de maior duração.",13,Química (Licenciatura) (99808),Bolsa de iniciação científica,5,0.2,Oportunidades e auxílios,categorias
"Ao longo da sua trajetória acadêmica, você recebeu algum tipo de bolsa acadêmica? No caso de haver mais de uma opção, marcar apenas a bolsa de maior duração.",13,Química (Licenciatura) (99808),Bolsa de monitoria/tutoria,2,0.08,Oportunidades e auxílios,categorias
"Ao longo da sua trajetória acadêmica, você recebeu algum tipo de bolsa acadêmica? No caso de haver mais de uma opção, marcar apenas a bolsa de maior duração.",13,Química (Licenciatura) (99808),Bolsa PET,4,0.16,Oportunidades e auxílios,categorias
"Ao longo da sua trajetória acadêmica, você recebeu algum tipo de bolsa acadêmica? No caso de haver mais de uma opção, marcar apenas a bolsa de maior duração.",13,Química (Licenciatura) (99808),Nenhum,2,0.08,Oportunidades e auxílios,categorias
"Ao longo da sua trajetória acadêmica, você recebeu algum tipo de bolsa acadêmica? No caso de haver mais de uma opção, marcar apenas a bolsa de maior duração.",13,Química (Licenciatura) (99808),Outro tipo de bolsa acadêmica,11,0.44,Oportunidades e auxílios,categorias
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Arquitetura e Urbanismo (1129147),1,1,0.02040816326530612,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Arquitetura e Urbanismo (1129147),2,4,0.08163265306122448,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Arquitetura e Urbanismo (1129147),3,4,0.08163265306122448,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Arquitetura e Urbanismo (1129147),4,6,0.12244897959183673,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Arquitetura e Urbanismo (1129147),5,10,0.20408163265306123,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Arquitetura e Urbanismo (1129147),6,24,0.4897959183673469,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciência Da Computação (Bacharelado) (13446),1,4,0.06451612903225806,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciência Da Computação (Bacharelado) (13446),2,1,0.016129032258064516,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciência Da Computação (Bacharelado) (13446),3,5,0.08064516129032258,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciência Da Computação (Bacharelado) (13446),4,16,0.25806451612903225,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciência Da Computação (Bacharelado) (13446),5,21,0.3387096774193548,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciência Da Computação (Bacharelado) (13446),6,15,0.24193548387096775,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Biológicas (Licenciatura) (1152882),3,3,0.09375,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Biológicas (Licenciatura) (1152882),4,4,0.125,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Biológicas (Licenciatura) (1152882),5,8,0.25,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Biológicas (Licenciatura) (1152882),6,17,0.53125,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Biológicas (Licenciatura) (99802),1,1,0.02857142857142857,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Biológicas (Licenciatura) (99802),2,1,0.02857142857142857,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Biológicas (Licenciatura) (99802),3,1,0.02857142857142857,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Biológicas (Licenciatura) (99802),4,7,0.2,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Biológicas (Licenciatura) (99802),5,9,0.2571428571428571,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Biológicas (Licenciatura) (99802),6,16,0.45714285714285713,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Biológicas (Licenciatura) (99804),3,2,0.038461538461538464,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Biológicas (Licenciatura) (99804),4,5,0.09615384615384616,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Biológicas (Licenciatura) (99804),5,10,0.19230769230769232,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Biológicas (Licenciatura) (99804),6,35,0.6730769230769231,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Sociais (Bacharelado) (313436),4,1,0.16666666666666666,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Sociais (Bacharelado) (313436),5,1,0.16666666666666666,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Sociais (Bacharelado) (313436),6,4,0.6666666666666666,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Sociais (Licenciatura) (1106595),1,1,0.021739130434782608,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Sociais (Licenciatura) (1106595),2,1,0.021739130434782608,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Sociais (Licenciatura) (1106595),3,2,0.043478260869565216,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Sociais (Licenciatura) (1106595),4,2,0.043478260869565216,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Sociais (Licenciatura) (1106595),5,7,0.15217391304347827,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Sociais (Licenciatura) (1106595),6,33,0.717391304347826,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Sociais (Licenciatura) (13436),4,3,0.16666666666666666,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Sociais (Licenciatura) (13436),5,5,0.2777777777777778,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Ciências Sociais (Licenciatura) (13436),6,10,0.5555555555555556,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Engenharia (1106561),3,2,0.07692307692307693,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Engenharia (1106561),4,6,0.23076923076923078,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Engenharia (1106561),5,8,0.3076923076923077,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Engenharia (1106561),6,10,0.38461538461538464,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Engenharia (1106562),1,1,0.05555555555555555,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Engenharia (1106562),4,3,0.16666666666666666,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Engenharia (1106562),5,3,0.16666666666666666,Aprendizagem além do técnico,nota
"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",66,Engenharia (1106562),6,11,0.6111111111111112,Aprendizagem além do técnico,nota
