enunciado,pergunta,NOME_CURSO,resposta,n,perc,categoria,tipo
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Arquitetura e Urbanismo (1129147),3,9,0.19148936170212766,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Arquitetura e Urbanismo (1129147),4,8,0.1702127659574468,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Arquitetura e Urbanismo (1129147),5,4,0.0851063829787234,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Arquitetura e Urbanismo (1129147),6,17,0.3617021276595745,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciência Da Computação (Bacharelado) (13446),1,2,0.029850746268656716,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciência Da Computação (Bacharelado) (13446),2,2,0.029850746268656716,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciência Da Computação (Bacharelado) (13446),3,5,0.07462686567164178,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciência Da Computação (Bacharelado) (13446),4,7,0.1044776119402985,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciência Da Computação (Bacharelado) (13446),5,14,0.208955223880597,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciência Da Computação (Bacharelado) (13446),6,37,0.5522388059701493,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Biológicas (Licenciatura) (1152882),1,9,0.45,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Biológicas (Licenciatura) (1152882),2,2,0.1,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Biológicas (Licenciatura) (1152882),3,1,0.05,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Biológicas (Licenciatura) (1152882),4,3,0.15,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Biológicas (Licenciatura) (1152882),5,1,0.05,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Biológicas (Licenciatura) (1152882),6,4,0.2,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Biológicas (Licenciatura) (99802),1,9,0.3,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Biológicas (Licenciatura) (99802),2,6,0.2,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Biológicas (Licenciatura) (99802),3,4,0.13333333333333333,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Biológicas (Licenciatura) (99802),4,5,0.16666666666666666,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Biológicas (Licenciatura) (99802),5,3,0.1,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Biológicas (Licenciatura) (99802),6,3,0.1,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Biológicas (Licenciatura) (99804),1,11,0.34375,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Biológicas (Licenciatura) (99804),2,7,0.21875,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Biológicas (Licenciatura) (99804),3,1,0.03125,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Biológicas (Licenciatura) (99804),4,2,0.0625,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Biológicas (Licenciatura) (99804),5,8,0.25,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Biológicas (Licenciatura) (99804),6,3,0.09375,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Sociais (Bacharelado) (313436),1,2,0.3333333333333333,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Sociais (Bacharelado) (313436),2,1,0.16666666666666666,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Sociais (Bacharelado) (313436),3,2,0.3333333333333333,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Sociais (Bacharelado) (313436),4,1,0.16666666666666666,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Sociais (Licenciatura) (1106595),1,14,0.5,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Sociais (Licenciatura) (1106595),2,3,0.10714285714285714,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Sociais (Licenciatura) (1106595),3,5,0.17857142857142858,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Sociais (Licenciatura) (1106595),4,1,0.03571428571428571,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Sociais (Licenciatura) (1106595),5,1,0.03571428571428571,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Sociais (Licenciatura) (1106595),6,4,0.14285714285714285,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Sociais (Licenciatura) (13436),1,7,0.5384615384615384,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Sociais (Licenciatura) (13436),2,2,0.15384615384615385,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Sociais (Licenciatura) (13436),3,1,0.07692307692307693,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Sociais (Licenciatura) (13436),4,2,0.15384615384615385,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Ciências Sociais (Licenciatura) (13436),5,1,0.07692307692307693,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (1106561),1,6,0.2608695652173913,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (1106561),2,7,0.30434782608695654,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (1106561),3,2,0.08695652173913043,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (1106561),4,4,0.17391304347826086,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (1106561),5,1,0.043478260869565216,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (1106561),6,3,0.13043478260869565,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (1106562),1,4,0.2222222222222222,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (1106562),2,2,0.1111111111111111,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (1106562),3,2,0.1111111111111111,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (1106562),4,4,0.2222222222222222,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (1106562),5,4,0.2222222222222222,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (1106562),6,2,0.1111111111111111,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (118562),1,6,0.2,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (118562),2,4,0.13333333333333333,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (118562),3,4,0.13333333333333333,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (118562),4,5,0.16666666666666666,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (118562),5,6,0.2,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (118562),6,5,0.16666666666666666,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (13444),1,3,0.15789473684210525,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (13444),2,1,0.05263157894736842,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (13444),3,4,0.21052631578947367,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (13444),4,3,0.15789473684210525,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (13444),5,3,0.15789473684210525,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (13444),6,5,0.2631578947368421,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (13445),1,2,0.0625,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (13445),2,7,0.21875,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (13445),3,1,0.03125,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (13445),4,7,0.21875,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (13445),5,11,0.34375,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia (13445),6,4,0.125,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Ambiental (112282),1,9,0.23684210526315788,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Ambiental (112282),2,10,0.2631578947368421,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Ambiental (112282),3,6,0.15789473684210525,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Ambiental (112282),4,4,0.10526315789473684,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Ambiental (112282),5,5,0.13157894736842105,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Ambiental (112282),6,4,0.10526315789473684,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Civil (13439),1,8,0.0975609756097561,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Civil (13439),2,8,0.0975609756097561,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Civil (13439),3,6,0.07317073170731707,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Civil (13439),4,12,0.14634146341463414,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Civil (13439),5,21,0.25609756097560976,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Civil (13439),6,27,0.32926829268292684,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Alimentos (112294),1,15,0.38461538461538464,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Alimentos (112294),2,5,0.1282051282051282,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Alimentos (112294),3,6,0.15384615384615385,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Alimentos (112294),4,6,0.15384615384615385,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Alimentos (112294),5,3,0.07692307692307693,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Alimentos (112294),6,4,0.10256410256410256,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Alimentos (118550),1,3,0.17647058823529413,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Alimentos (118550),2,3,0.17647058823529413,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Alimentos (118550),3,2,0.11764705882352941,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Alimentos (118550),4,4,0.23529411764705882,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Alimentos (118550),6,5,0.29411764705882354,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Produção (1106578),1,5,0.2,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Produção (1106578),2,7,0.28,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Produção (1106578),3,7,0.28,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Produção (1106578),4,2,0.08,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Produção (1106578),5,2,0.08,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Produção (1106578),6,2,0.08,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Produção (79570),1,1,0.02040816326530612,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Produção (79570),2,9,0.1836734693877551,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Produção (79570),3,8,0.16326530612244897,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Produção (79570),4,10,0.20408163265306123,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Produção (79570),5,14,0.2857142857142857,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia de Produção (79570),6,7,0.14285714285714285,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Elétrica (13438),1,3,0.019867549668874173,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Elétrica (13438),2,8,0.052980132450331126,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Elétrica (13438),3,17,0.11258278145695365,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Elétrica (13438),4,26,0.17218543046357615,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Elétrica (13438),5,42,0.2781456953642384,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Elétrica (13438),6,55,0.36423841059602646,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Florestal (13456),1,2,0.14285714285714285,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Florestal (13456),2,3,0.21428571428571427,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Florestal (13456),3,2,0.14285714285714285,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Florestal (13456),4,2,0.14285714285714285,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Florestal (13456),5,3,0.21428571428571427,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Florestal (13456),6,2,0.14285714285714285,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Mecânica (13442),1,5,0.09259259259259259,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Mecânica (13442),2,14,0.25925925925925924,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Mecânica (13442),3,6,0.1111111111111111,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Mecânica (13442),4,5,0.09259259259259259,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Mecânica (13442),5,7,0.12962962962962962,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Mecânica (13442),6,17,0.3148148148148148,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Química (13441),1,8,0.12307692307692308,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Química (13441),2,10,0.15384615384615385,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Química (13441),3,11,0.16923076923076924,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Química (13441),4,7,0.1076923076923077,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Química (13441),5,14,0.2153846153846154,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Engenharia Química (13441),6,15,0.23076923076923078,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Filosofia (Bacharelado) (121366),1,2,1,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Filosofia (Licenciatura) (121367),2,1,0.25,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Filosofia (Licenciatura) (121367),3,2,0.5,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Filosofia (Licenciatura) (121367),5,1,0.25,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Física (Bacharelado) (318388),1,2,0.5,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Física (Bacharelado) (318388),6,2,0.5,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Física (Licenciatura) (1204358),1,2,0.6666666666666666,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Física (Licenciatura) (1204358),4,1,0.3333333333333333,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Física (Licenciatura) (99810),1,1,0.1,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Física (Licenciatura) (99810),2,2,0.2,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Física (Licenciatura) (99810),3,1,0.1,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Física (Licenciatura) (99810),4,3,0.3,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Física (Licenciatura) (99810),5,1,0.1,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Física (Licenciatura) (99810),6,2,0.2,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Geografia (Licenciatura) (120777),1,28,0.6511627906976745,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Geografia (Licenciatura) (120777),2,4,0.09302325581395349,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Geografia (Licenciatura) (120777),3,5,0.11627906976744186,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Geografia (Licenciatura) (120777),4,4,0.09302325581395349,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Geografia (Licenciatura) (120777),5,2,0.046511627906976744,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Geografia (Licenciatura) (13407),1,12,0.6,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Geografia (Licenciatura) (13407),2,1,0.05,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Geografia (Licenciatura) (13407),3,2,0.1,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Geografia (Licenciatura) (13407),4,3,0.15,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Geografia (Licenciatura) (13407),5,1,0.05,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Geografia (Licenciatura) (13407),6,1,0.05,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,História (Licenciatura) (13405),1,31,0.6458333333333334,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,História (Licenciatura) (13405),2,6,0.125,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,História (Licenciatura) (13405),3,3,0.0625,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,História (Licenciatura) (13405),4,1,0.020833333333333332,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,História (Licenciatura) (13405),5,4,0.08333333333333333,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,História (Licenciatura) (13405),6,3,0.0625,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,História (Licenciatura) (13449),1,25,0.45454545454545453,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,História (Licenciatura) (13449),2,13,0.23636363636363636,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,História (Licenciatura) (13449),3,6,0.10909090909090909,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,História (Licenciatura) (13449),4,5,0.09090909090909091,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,História (Licenciatura) (13449),5,2,0.03636363636363636,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,História (Licenciatura) (13449),6,4,0.07272727272727272,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Letras - Inglês (1158907),1,4,0.4,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Letras - Inglês (1158907),3,3,0.3,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Letras - Inglês (1158907),4,2,0.2,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Letras - Inglês (1158907),6,1,0.1,Curso em geral,nota
Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,53,Letras - Inglês (1162185),1,2,0.2,Curso em geral,nota
